OAuth,1.0-SNAPSHOT,/jaxrs-doc-1.0-SNAPSHOT.json
OAuth,1.1-SNAPSHOT,/jaxrs-doc-1.1-SNAPSHOT.json
Api,2.23.0-SNAPSHOT,/jaxrs-doc-2.23.0-SNAPSHOT.json
Api,2.24.0-SNAPSHOT,/jaxrs-doc-2.24.0-SNAPSHOT.json
